wl,n,k
7.618399999999999617e-01,1.377205999999999930e+00,2.155882000000000076e+00
7.634199999999999875e-01,1.377552000000000110e+00,2.166265000000000107e+00
7.650000000000000133e-01,1.377950000000000008e+00,2.176623000000000197e+00
7.665800000000000392e-01,1.378400000000000070e+00,2.186954000000000065e+00
7.681499999999999995e-01,1.378900999999999932e+00,2.197258999999999851e+00
7.697300000000000253e-01,1.379450999999999983e+00,2.207536999999999860e+00
7.713100000000000511e-01,1.380050999999999917e+00,2.217788000000000093e+00
7.728899999999999659e-01,1.380698999999999899e+00,2.228012999999999799e+00
7.744600000000000373e-01,1.381394000000000011e+00,2.238211000000000173e+00
7.760399999999999521e-01,1.382136000000000031e+00,2.248381000000000185e+00
7.776199999999999779e-01,1.382924000000000042e+00,2.258525000000000116e+00
7.791900000000000492e-01,1.383758000000000044e+00,2.268641000000000130e+00
7.807699999999999640e-01,1.384635999999999978e+00,2.278731000000000062e+00
7.823499999999999899e-01,1.385558000000000067e+00,2.288791999999999938e+00
7.839199999999999502e-01,1.386524000000000090e+00,2.298827000000000176e+00
7.854999999999999760e-01,1.387531999999999988e+00,2.308835000000000193e+00
7.870800000000000018e-01,1.388582999999999901e+00,2.318814999999999849e+00
7.886499999999999622e-01,1.389674999999999994e+00,2.328768000000000171e+00
7.902299999999999880e-01,1.390806999999999904e+00,2.338693000000000133e+00
7.917999999999999483e-01,1.391979999999999995e+00,2.348590999999999873e+00
7.933799999999999741e-01,1.393192999999999904e+00,2.358461999999999836e+00
7.949600000000000000e-01,1.394444000000000017e+00,2.368306000000000022e+00
7.965299999999999603e-01,1.395734000000000030e+00,2.378121999999999847e+00
7.981099999999999861e-01,1.397061000000000108e+00,2.387910999999999895e+00
7.996799999999999464e-01,1.398425999999999947e+00,2.397673000000000165e+00
8.012599999999999723e-01,1.399826999999999932e+00,2.407407000000000075e+00
8.028300000000000436e-01,1.401264999999999983e+00,2.417114000000000207e+00
8.044099999999999584e-01,1.402738000000000040e+00,2.426794999999999813e+00
8.059800000000000297e-01,1.404246000000000105e+00,2.436447999999999947e+00
8.075599999999999445e-01,1.405788999999999955e+00,2.446073999999999860e+00
8.091300000000000159e-01,1.407365999999999895e+00,2.455672999999999995e+00
8.107100000000000417e-01,1.408976000000000006e+00,2.465244999999999909e+00
8.122800000000000020e-01,1.410619000000000067e+00,2.474791000000000185e+00
8.138600000000000279e-01,1.412295000000000078e+00,2.484309999999999796e+00
8.154299999999999882e-01,1.414002999999999899e+00,2.493800999999999934e+00
8.170100000000000140e-01,1.415742999999999974e+00,2.503267000000000131e+00
8.185799999999999743e-01,1.417513999999999941e+00,2.512704999999999966e+00
8.201600000000000001e-01,1.419315000000000104e+00,2.522117000000000164e+00
8.217299999999999605e-01,1.421146999999999938e+00,2.531502999999999837e+00
8.233000000000000318e-01,1.423008999999999968e+00,2.540862000000000176e+00
8.248799999999999466e-01,1.424900000000000055e+00,2.550196000000000129e+00
8.264500000000000179e-01,1.426819999999999977e+00,2.559502999999999862e+00
8.280300000000000438e-01,1.428768999999999956e+00,2.568782999999999817e+00
8.296000000000000041e-01,1.430746000000000073e+00,2.578037999999999830e+00
8.311699999999999644e-01,1.432749999999999968e+00,2.587267000000000206e+00
8.327499999999999902e-01,1.434782000000000002e+00,2.596470000000000056e+00
8.343199999999999505e-01,1.436841000000000035e+00,2.605646999999999824e+00
8.358900000000000219e-01,1.438927000000000067e+00,2.614799000000000095e+00
8.374599999999999822e-01,1.441038999999999959e+00,2.623924999999999841e+00
8.390400000000000080e-01,1.443176999999999932e+00,2.633026000000000089e+00
8.406099999999999683e-01,1.445340000000000069e+00,2.642100999999999811e+00
8.421800000000000397e-01,1.447529000000000066e+00,2.651151000000000035e+00
8.437500000000000000e-01,1.449742000000000086e+00,2.660175999999999874e+00
8.453300000000000258e-01,1.451980000000000048e+00,2.669176999999999911e+00
8.468999999999999861e-01,1.454242000000000035e+00,2.678151000000000170e+00
8.484699999999999465e-01,1.456528000000000045e+00,2.687101000000000184e+00
8.500400000000000178e-01,1.458836999999999939e+00,2.696026999999999951e+00
8.516200000000000436e-01,1.461170000000000080e+00,2.704927000000000081e+00
8.531900000000000039e-01,1.463524999999999965e+00,2.713802999999999965e+00
8.547599999999999643e-01,1.465902999999999956e+00,2.722655000000000047e+00
8.563300000000000356e-01,1.468302999999999914e+00,2.731482000000000188e+00
8.578999999999999959e-01,1.470725999999999978e+00,2.740285000000000082e+00
8.594699999999999562e-01,1.473168999999999951e+00,2.749064999999999870e+00
8.610400000000000276e-01,1.475635000000000030e+00,2.757820000000000160e+00
8.626099999999999879e-01,1.478121000000000018e+00,2.766550000000000065e+00
8.641900000000000137e-01,1.480628000000000055e+00,2.775256999999999863e+00
8.657599999999999740e-01,1.483155000000000001e+00,2.783939999999999859e+00
8.673300000000000454e-01,1.485703999999999914e+00,2.792600000000000193e+00
8.689000000000000057e-01,1.488270999999999900e+00,2.801236999999999977e+00
8.704699999999999660e-01,1.490858999999999934e+00,2.809849999999999959e+00
8.720400000000000373e-01,1.493465999999999960e+00,2.818439000000000139e+00
8.736099999999999977e-01,1.496092999999999895e+00,2.827005999999999908e+00
8.751799999999999580e-01,1.498737999999999904e+00,2.835548999999999875e+00
8.767500000000000293e-01,1.501401999999999903e+00,2.844069000000000180e+00
8.783199999999999896e-01,1.504084999999999894e+00,2.852565999999999935e+00
8.798899999999999499e-01,1.506785999999999959e+00,2.861041000000000167e+00
8.814600000000000213e-01,1.509505000000000097e+00,2.869492999999999849e+00
8.830299999999999816e-01,1.512240999999999946e+00,2.877921999999999869e+00
8.846000000000000529e-01,1.514995000000000092e+00,2.886328999999999922e+00
8.861599999999999477e-01,1.517767000000000088e+00,2.894714000000000009e+00
8.877300000000000191e-01,1.520556000000000019e+00,2.903074999999999850e+00
8.892999999999999794e-01,1.523360999999999965e+00,2.911416000000000004e+00
8.908700000000000507e-01,1.526183999999999985e+00,2.919734000000000052e+00
8.924400000000000110e-01,1.529023000000000021e+00,2.928030000000000133e+00
8.940099999999999714e-01,1.531878000000000073e+00,2.936303999999999803e+00
8.955800000000000427e-01,1.534748999999999919e+00,2.944555999999999951e+00
8.971400000000000485e-01,1.537636000000000003e+00,2.952786999999999829e+00
8.987100000000000088e-01,1.540539000000000103e+00,2.960996000000000183e+00
9.002799999999999692e-01,1.543457000000000079e+00,2.969183999999999823e+00
9.018500000000000405e-01,1.546391000000000071e+00,2.977349999999999941e+00
9.034200000000000008e-01,1.549339999999999939e+00,2.985494999999999788e+00
9.049800000000000066e-01,1.552302999999999988e+00,2.993618999999999808e+00
9.065499999999999670e-01,1.555282000000000053e+00,3.001720999999999862e+00
9.081200000000000383e-01,1.558275000000000077e+00,3.009802999999999784e+00
9.096800000000000441e-01,1.561282000000000059e+00,3.017863999999999880e+00
9.112500000000000044e-01,1.564302999999999999e+00,3.025904000000000149e+00
9.128199999999999648e-01,1.567339000000000038e+00,3.033923000000000147e+00
9.143799999999999706e-01,1.570387999999999895e+00,3.041922000000000015e+00
9.159500000000000419e-01,1.573452000000000073e+00,3.049901000000000195e+00
9.175200000000000022e-01,1.576529000000000069e+00,3.057859000000000105e+00
9.190800000000000081e-01,1.579619000000000106e+00,3.065796000000000188e+00
9.206499999999999684e-01,1.582721999999999962e+00,3.073713999999999835e+00
9.222200000000000397e-01,1.585838000000000081e+00,3.081611000000000100e+00
9.237800000000000455e-01,1.588967999999999936e+00,3.089487999999999790e+00
9.253500000000000059e-01,1.592109999999999914e+00,3.097345999999999933e+00
9.269100000000000117e-01,1.595264000000000015e+00,3.105182999999999804e+00
9.284799999999999720e-01,1.598432000000000075e+00,3.113001000000000129e+00
9.300399999999999778e-01,1.601610999999999896e+00,3.120798999999999879e+00
9.316100000000000492e-01,1.604802999999999980e+00,3.128576999999999941e+00
9.331700000000000550e-01,1.608006000000000046e+00,3.136336000000000013e+00
9.347400000000000153e-01,1.611221999999999932e+00,3.144076000000000093e+00
9.363000000000000211e-01,1.614449000000000023e+00,3.151796000000000042e+00
9.378699999999999815e-01,1.617688000000000015e+00,3.159497000000000000e+00
9.394299999999999873e-01,1.620938999999999908e+00,3.167178999999999967e+00
9.409899999999999931e-01,1.624200000000000088e+00,3.174841999999999942e+00
9.425599999999999534e-01,1.627472999999999947e+00,3.182485999999999926e+00
9.441199999999999593e-01,1.630757000000000012e+00,3.190110999999999919e+00
9.456900000000000306e-01,1.634052000000000060e+00,3.197716999999999921e+00
9.472500000000000364e-01,1.637358000000000091e+00,3.205303999999999931e+00
9.488100000000000422e-01,1.640673999999999966e+00,3.212873000000000090e+00
9.503800000000000026e-01,1.644001999999999963e+00,3.220423999999999953e+00
9.519400000000000084e-01,1.647339000000000109e+00,3.227955999999999825e+00
9.535000000000000142e-01,1.650687000000000015e+00,3.235469000000000150e+00
9.550600000000000200e-01,1.654044999999999987e+00,3.242964000000000180e+00
9.566299999999999804e-01,1.657413000000000025e+00,3.250440999999999914e+00
9.581899999999999862e-01,1.660792000000000046e+00,3.257899999999999796e+00
9.597499999999999920e-01,1.664179999999999993e+00,3.265340999999999827e+00
9.613099999999999978e-01,1.667578000000000005e+00,3.272764000000000006e+00
9.628799999999999581e-01,1.670984999999999943e+00,3.280168000000000195e+00
9.644399999999999640e-01,1.674401999999999946e+00,3.287554999999999783e+00
9.659999999999999698e-01,1.677829000000000015e+00,3.294925000000000104e+00
9.675599999999999756e-01,1.681264000000000092e+00,3.302275999999999989e+00
9.691199999999999815e-01,1.684709999999999930e+00,3.309610000000000163e+00
9.706799999999999873e-01,1.688163999999999998e+00,3.316927000000000181e+00
9.722499999999999476e-01,1.691626999999999992e+00,3.324225999999999903e+00
9.738099999999999534e-01,1.695098999999999911e+00,3.331507999999999914e+00
9.753699999999999593e-01,1.698579999999999979e+00,3.338772000000000073e+00
9.769299999999999651e-01,1.702069999999999972e+00,3.346020000000000216e+00
9.784899999999999709e-01,1.705567999999999973e+00,3.353248999999999924e+00
9.800499999999999767e-01,1.709074999999999900e+00,3.360463000000000200e+00
9.816099999999999826e-01,1.712590999999999974e+00,3.367659000000000180e+00
9.831699999999999884e-01,1.716113999999999917e+00,3.374838000000000005e+00
9.847299999999999942e-01,1.719646000000000008e+00,3.382000000000000117e+00
9.862900000000000000e-01,1.723186000000000107e+00,3.389145000000000074e+00
9.878500000000000059e-01,1.726734999999999909e+00,3.396274000000000015e+00
9.894100000000000117e-01,1.730291000000000023e+00,3.403386999999999940e+00
9.909700000000000175e-01,1.733854999999999924e+00,3.410482000000000014e+00
9.925199999999999578e-01,1.737427000000000055e+00,3.417561000000000071e+00
9.940799999999999637e-01,1.741006000000000054e+00,3.424624000000000112e+00
9.956399999999999695e-01,1.744593999999999978e+00,3.431671000000000138e+00
9.971999999999999753e-01,1.748188999999999993e+00,3.438699999999999868e+00
9.987599999999999811e-01,1.751791000000000098e+00,3.445714000000000166e+00
1.012690000000000090e+00,1.784330999999999889e+00,3.507737999999999801e+00
1.016080000000000094e+00,1.792329999999999979e+00,3.522635999999999878e+00
1.019460000000000033e+00,1.800362999999999936e+00,3.537466999999999917e+00
1.022850000000000037e+00,1.808429000000000064e+00,3.552230000000000221e+00
1.026240000000000041e+00,1.816527999999999921e+00,3.566927000000000181e+00
1.029630000000000045e+00,1.824659000000000031e+00,3.581557999999999797e+00
1.033020000000000049e+00,1.832821999999999951e+00,3.596124000000000098e+00
1.036399999999999988e+00,1.841015999999999986e+00,3.610625999999999891e+00
1.039789999999999992e+00,1.849239000000000077e+00,3.625062999999999924e+00
1.043190000000000062e+00,1.857491999999999921e+00,3.639437000000000033e+00
1.046580000000000066e+00,1.865774999999999961e+00,3.653748000000000218e+00
1.049970000000000070e+00,1.874085000000000001e+00,3.667996000000000034e+00
1.053360000000000074e+00,1.882424000000000097e+00,3.682182000000000066e+00
1.056750000000000078e+00,1.890789999999999971e+00,3.696307000000000009e+00
1.060140000000000082e+00,1.899183000000000066e+00,3.710370000000000168e+00
1.063539999999999930e+00,1.907602999999999938e+00,3.724372999999999934e+00
1.066929999999999934e+00,1.916047999999999973e+00,3.738316000000000194e+00
1.070330000000000004e+00,1.924519000000000091e+00,3.752200000000000202e+00
1.073720000000000008e+00,1.933014000000000010e+00,3.766023999999999816e+00
1.077110000000000012e+00,1.941534000000000093e+00,3.779790000000000205e+00
1.080510000000000081e+00,1.950077999999999978e+00,3.793496999999999897e+00
1.083909999999999929e+00,1.958646000000000109e+00,3.807147000000000059e+00
1.087299999999999933e+00,1.967235999999999985e+00,3.820739000000000107e+00
1.090700000000000003e+00,1.975848999999999966e+00,3.834274999999999878e+00
1.094100000000000072e+00,1.984485000000000054e+00,3.847754000000000119e+00
1.097499999999999920e+00,1.993141999999999969e+00,3.861177000000000081e+00
1.100889999999999924e+00,2.001821000000000073e+00,3.874544999999999906e+00
1.104289999999999994e+00,2.010520000000000085e+00,3.887856999999999896e+00
1.107690000000000063e+00,2.019239999999999924e+00,3.901114999999999888e+00
1.111089999999999911e+00,2.027981000000000034e+00,3.914318000000000186e+00
1.114489999999999981e+00,2.036741000000000135e+00,3.927467000000000041e+00
1.117890000000000050e+00,2.045520999999999923e+00,3.940563000000000038e+00
1.121289999999999898e+00,2.054319000000000006e+00,3.953606000000000176e+00
1.124700000000000033e+00,2.063137000000000221e+00,3.966596000000000011e+00
1.128100000000000103e+00,2.071972999999999843e+00,3.979532999999999987e+00
1.131499999999999950e+00,2.080827000000000204e+00,3.992418999999999940e+00
1.134900000000000020e+00,2.089698999999999973e+00,4.005251999999999590e+00
1.138309999999999933e+00,2.098587999999999898e+00,4.018035000000000245e+00
1.141710000000000003e+00,2.107495000000000118e+00,4.030765999999999849e+00
1.145110000000000072e+00,2.116417999999999910e+00,4.043446999999999569e+00
1.148519999999999985e+00,2.125357000000000163e+00,4.056078000000000294e+00
1.151920000000000055e+00,2.134313000000000127e+00,4.068659000000000248e+00
1.155329999999999968e+00,2.143285000000000107e+00,4.081190000000000317e+00
1.158740000000000103e+00,2.152271999999999963e+00,4.093671999999999755e+00
1.162139999999999951e+00,2.161274000000000139e+00,4.106105999999999590e+00
1.165550000000000086e+00,2.170291999999999888e+00,4.118490999999999680e+00
1.168959999999999999e+00,2.179323999999999817e+00,4.130827000000000027e+00
1.172369999999999912e+00,2.188371000000000066e+00,4.143116000000000021e+00
1.175780000000000047e+00,2.197432000000000052e+00,4.155357000000000411e+00
1.179179999999999895e+00,2.206507000000000218e+00,4.167551999999999701e+00
1.182590000000000030e+00,2.215594999999999981e+00,4.179699000000000275e+00
1.185999999999999943e+00,2.224696999999999925e+00,4.191798999999999609e+00
1.189419999999999922e+00,2.233811999999999909e+00,4.203853999999999758e+00
1.192830000000000057e+00,2.242939999999999934e+00,4.215862000000000442e+00
1.196239999999999970e+00,2.252081000000000000e+00,4.227825000000000166e+00
1.199650000000000105e+00,2.261233999999999966e+00,4.239741999999999678e+00
1.203060000000000018e+00,2.270398999999999834e+00,4.251614000000000004e+00
1.206469999999999931e+00,2.279576000000000047e+00,4.263441000000000258e+00
1.209889999999999910e+00,2.288765000000000160e+00,4.275223999999999691e+00
1.213300000000000045e+00,2.297966000000000175e+00,4.286963000000000079e+00
1.216720000000000024e+00,2.307176999999999811e+00,4.298657999999999646e+00
1.220129999999999937e+00,2.316399999999999793e+00,4.310309000000000168e+00
1.223549999999999915e+00,2.325633999999999979e+00,4.321915999999999869e+00
1.226960000000000051e+00,2.334878999999999927e+00,4.333480999999999916e+00
1.230380000000000029e+00,2.344133999999999940e+00,4.345002000000000031e+00
1.233789999999999942e+00,2.353399000000000019e+00,4.356480999999999604e+00
1.237209999999999921e+00,2.362674000000000163e+00,4.367918000000000411e+00
1.240629999999999900e+00,2.371958999999999929e+00,4.379312999999999789e+00
1.244050000000000100e+00,2.381254000000000204e+00,4.390666000000000402e+00
1.247470000000000079e+00,2.390557999999999961e+00,4.401976999999999585e+00
1.250879999999999992e+00,2.399871999999999783e+00,4.413247000000000142e+00
1.254299999999999971e+00,2.409194999999999975e+00,4.424476000000000298e+00
1.257719999999999949e+00,2.418527000000000093e+00,4.435665000000000191e+00
1.261139999999999928e+00,2.427866999999999997e+00,4.446812000000000431e+00
1.264559999999999906e+00,2.437215999999999827e+00,4.457919999999999661e+00
1.267989999999999950e+00,2.446574000000000026e+00,4.468987000000000265e+00
1.271409999999999929e+00,2.455940000000000012e+00,4.480014999999999858e+00
1.274829999999999908e+00,2.465313999999999783e+00,4.491003000000000078e+00
1.278250000000000108e+00,2.474695999999999785e+00,4.501951000000000036e+00
1.281679999999999930e+00,2.484084999999999877e+00,4.512861000000000011e+00
1.285099999999999909e+00,2.493482000000000198e+00,4.523730999999999725e+00
1.288520000000000110e+00,2.502886999999999862e+00,4.534563000000000343e+00
1.291949999999999932e+00,2.512299000000000060e+00,4.545357000000000092e+00
1.295369999999999910e+00,2.521717999999999904e+00,4.556111999999999718e+00
1.298799999999999955e+00,2.531143999999999838e+00,4.566829000000000249e+00
1.302219999999999933e+00,2.540578000000000003e+00,4.577509000000000050e+00
1.305649999999999977e+00,2.550016999999999978e+00,4.588150999999999868e+00
1.309080000000000021e+00,2.559464000000000183e+00,4.598755999999999844e+00
1.312510000000000066e+00,2.568916000000000199e+00,4.609322999999999837e+00
1.315930000000000044e+00,2.578374999999999861e+00,4.619854000000000127e+00
1.319360000000000088e+00,2.587841000000000058e+00,4.630347999999999686e+00
1.322789999999999910e+00,2.597312000000000065e+00,4.640805000000000291e+00
1.326219999999999954e+00,2.606789000000000023e+00,4.651226000000000305e+00
1.329649999999999999e+00,2.616271999999999931e+00,4.661610999999999727e+00
1.333080000000000043e+00,2.625760000000000094e+00,4.671960000000000335e+00
1.336510000000000087e+00,2.635254000000000207e+00,4.682273999999999603e+00
1.339939999999999909e+00,2.644753000000000132e+00,4.692552000000000056e+00
1.343369999999999953e+00,2.654258000000000006e+00,4.702793999999999919e+00
1.346799999999999997e+00,2.663768000000000136e+00,4.713002000000000358e+00
1.350240000000000107e+00,2.673283000000000076e+00,4.723175000000000345e+00
1.353669999999999929e+00,2.682802000000000131e+00,4.733312999999999882e+00
1.357099999999999973e+00,2.692327000000000137e+00,4.743415999999999855e+00
1.360540000000000083e+00,2.701855999999999813e+00,4.753485000000000404e+00
1.363969999999999905e+00,2.711389000000000049e+00,4.763519999999999754e+00
1.367410000000000014e+00,2.720927000000000096e+00,4.773520999999999681e+00
1.370840000000000058e+00,2.730469999999999953e+00,4.783489000000000324e+00
1.374279999999999946e+00,2.740015999999999785e+00,4.793421999999999628e+00
1.377709999999999990e+00,2.749566999999999872e+00,4.803322999999999787e+00
1.381150000000000100e+00,2.759122000000000074e+00,4.813189999999999635e+00
1.384589999999999987e+00,2.768679999999999808e+00,4.823024000000000200e+00
1.388030000000000097e+00,2.778242999999999796e+00,4.832824999999999704e+00
1.391459999999999919e+00,2.787809000000000204e+00,4.842592999999999925e+00
1.394900000000000029e+00,2.797378999999999838e+00,4.852329000000000114e+00
1.398339999999999916e+00,2.806951999999999892e+00,4.862033000000000271e+00
1.401780000000000026e+00,2.816527999999999921e+00,4.871704000000000256e+00
1.405219999999999914e+00,2.826108000000000064e+00,4.881343000000000210e+00
1.408660000000000023e+00,2.835691999999999879e+00,4.890950000000000131e+00
1.412099999999999911e+00,2.845277999999999974e+00,4.900526000000000160e+00
1.415540000000000020e+00,2.854867000000000044e+00,4.910070000000000157e+00
1.418989999999999974e+00,2.864459000000000088e+00,4.919583000000000261e+00
1.422430000000000083e+00,2.874054999999999804e+00,4.929064999999999586e+00
1.425869999999999971e+00,2.883652000000000104e+00,4.938515999999999906e+00
1.429310000000000080e+00,2.893253000000000075e+00,4.947935000000000194e+00
1.432760000000000034e+00,2.902855999999999881e+00,4.957324999999999982e+00
1.436199999999999921e+00,2.912462000000000106e+00,4.966682999999999737e+00
1.439650000000000096e+00,2.922070000000000167e+00,4.976010999999999740e+00
1.443089999999999984e+00,2.931680000000000064e+00,4.985308999999999990e+00
1.446539999999999937e+00,2.941292999999999935e+00,4.994576999999999600e+00
1.449980000000000047e+00,2.950908000000000087e+00,5.003815000000000346e+00
1.453430000000000000e+00,2.960525000000000073e+00,5.013022999999999563e+00
1.456879999999999953e+00,2.970143000000000200e+00,5.022200999999999915e+00
1.460320000000000062e+00,2.979763999999999857e+00,5.031350999999999907e+00
1.463770000000000016e+00,2.989386999999999794e+00,5.040470000000000006e+00
1.467219999999999969e+00,2.999012000000000011e+00,5.049560999999999744e+00
1.470669999999999922e+00,3.008637999999999924e+00,5.058621999999999730e+00
1.474120000000000097e+00,3.018266000000000115e+00,5.067655000000000243e+00
1.477570000000000050e+00,3.027895000000000003e+00,5.076658000000000115e+00
1.481020000000000003e+00,3.037526000000000170e+00,5.085633999999999766e+00
1.484469999999999956e+00,3.047159000000000173e+00,5.094580999999999804e+00
1.487919999999999909e+00,3.056792999999999871e+00,5.103499000000000230e+00
1.491370000000000084e+00,3.066428000000000154e+00,5.112389000000000294e+00
1.494820000000000038e+00,3.076064000000000132e+00,5.121250999999999998e+00
1.498280000000000056e+00,3.085701999999999945e+00,5.130086000000000368e+00
1.501730000000000009e+00,3.095340000000000202e+00,5.138892000000000237e+00
1.505179999999999962e+00,3.104979999999999851e+00,5.147670999999999886e+00
1.508639999999999981e+00,3.114621000000000084e+00,5.156423000000000201e+00
1.512089999999999934e+00,3.124261999999999873e+00,5.165147000000000155e+00
1.515549999999999953e+00,3.133904999999999941e+00,5.173843999999999888e+00
1.518999999999999906e+00,3.143548000000000009e+00,5.182513000000000147e+00
1.522459999999999924e+00,3.153192000000000217e+00,5.191156000000000326e+00
1.525910000000000100e+00,3.162837000000000121e+00,5.199772000000000283e+00
1.529369999999999896e+00,3.172482000000000024e+00,5.208361000000000018e+00
1.532829999999999915e+00,3.182126999999999928e+00,5.216923999999999673e+00
1.536280000000000090e+00,3.191774000000000111e+00,5.225459999999999994e+00
1.539740000000000109e+00,3.201420999999999850e+00,5.233970000000000233e+00
1.543199999999999905e+00,3.211066999999999894e+00,5.242454000000000391e+00
1.546659999999999924e+00,3.220715000000000217e+00,5.250911000000000328e+00
1.550119999999999942e+00,3.230363000000000095e+00,5.259343000000000323e+00
1.553579999999999961e+00,3.240010999999999974e+00,5.267749000000000237e+00
1.557039999999999980e+00,3.249658999999999853e+00,5.276130000000000209e+00
1.560499999999999998e+00,3.259307000000000176e+00,5.284483999999999959e+00
1.563960000000000017e+00,3.268955000000000055e+00,5.292812999999999768e+00
1.567420000000000035e+00,3.278602999999999934e+00,5.301116999999999635e+00
1.570889999999999898e+00,3.288251999999999953e+00,5.309395999999999560e+00
1.574349999999999916e+00,3.297899999999999832e+00,5.317649000000000292e+00
1.577809999999999935e+00,3.307548000000000155e+00,5.325878000000000334e+00
1.581280000000000019e+00,3.317196000000000033e+00,5.334082000000000434e+00
1.584740000000000038e+00,3.326843000000000217e+00,5.342260999999999704e+00
1.588200000000000056e+00,3.336491000000000096e+00,5.350414999999999921e+00
1.591669999999999918e+00,3.346137999999999835e+00,5.358545000000000336e+00
1.595140000000000002e+00,3.355785000000000018e+00,5.366651000000000060e+00
1.598600000000000021e+00,3.365431000000000061e+00,5.374731999999999843e+00
1.602070000000000105e+00,3.375077000000000105e+00,5.382788999999999824e+00
1.605529999999999902e+00,3.384722000000000008e+00,5.390822000000000003e+00
1.608999999999999986e+00,3.394366999999999912e+00,5.398831000000000380e+00
1.612470000000000070e+00,3.404011000000000120e+00,5.406816000000000066e+00
1.615939999999999932e+00,3.413654999999999884e+00,5.414778000000000091e+00
1.619410000000000016e+00,3.423297999999999952e+00,5.422716000000000314e+00
1.622880000000000100e+00,3.432939999999999880e+00,5.430629999999999846e+00
1.626349999999999962e+00,3.442581000000000113e+00,5.438520999999999717e+00
1.629820000000000046e+00,3.452221999999999902e+00,5.446388999999999925e+00
1.633289999999999909e+00,3.461861999999999995e+00,5.454233999999999583e+00
1.636759999999999993e+00,3.471500999999999948e+00,5.462055000000000327e+00
1.640230000000000077e+00,3.481139000000000205e+00,5.469852999999999632e+00
1.643699999999999939e+00,3.490777000000000019e+00,5.477629000000000303e+00
1.647170000000000023e+00,3.500412999999999997e+00,5.485382000000000424e+00
1.650649999999999951e+00,3.510047999999999835e+00,5.493111999999999995e+00
1.654120000000000035e+00,3.519681999999999977e+00,5.500820000000000043e+00
1.657589999999999897e+00,3.529314999999999980e+00,5.508505000000000429e+00
1.661070000000000046e+00,3.538946999999999843e+00,5.516167000000000264e+00
1.664539999999999909e+00,3.548578000000000010e+00,5.523807999999999829e+00
1.668020000000000058e+00,3.558208000000000037e+00,5.531426999999999872e+00
1.671499999999999986e+00,3.567835999999999785e+00,5.539023000000000252e+00
1.674970000000000070e+00,3.577462999999999838e+00,5.546597000000000222e+00
1.678449999999999998e+00,3.587089000000000194e+00,5.554149999999999920e+00
1.681929999999999925e+00,3.596713999999999967e+00,5.561681000000000097e+00
1.685400000000000009e+00,3.606338000000000044e+00,5.569189999999999863e+00
1.688879999999999937e+00,3.615959999999999841e+00,5.576678000000000246e+00
